id,stress_zz,x,y,z
0,187.57070045849,13.8,0,0
0.018487394957983,187.57070045849,13.818487394958,0,0
0.036974789915966,187.57070045849,13.836974789916,0,0
0.055462184873949,187.57053062184,13.855462184874,0,0
0.073949579831933,187.57053062184,13.873949579832,0,0
0.092436974789916,187.57036357551,13.89243697479,0,0
0.1109243697479,187.57036357551,13.910924369748,0,0
0.12941176470588,187.57036357551,13.929411764706,0,0
0.14789915966387,187.5701992651,13.947899159664,0,0
0.16638655462185,187.5701992651,13.966386554622,0,0
0.18487394957983,187.40159636312,13.98487394958,0,0
0.20336134453781,187.40159636312,14.003361344538,0,0
0.2218487394958,187.40159636312,14.021848739496,0,0
0.24033613445378,-2.4308676105975,14.040336134454,0,0
0.25882352941176,-2.4308676105975,14.058823529412,0,0
0.27731092436975,-2.4308676105975,14.07731092437,0,0
0.29579831932773,-2.4308676105975,14.095798319328,0,0
0.31428571428571,-2.4308676105975,14.114285714286,0,0
0.3327731092437,-2.4308676105975,14.132773109244,0,0
0.35126050420168,-2.4308676105975,14.151260504202,0,0
0.36974789915966,-2.4308676105975,14.16974789916,0,0
0.38823529411765,-2.4308676105975,14.188235294118,0,0
0.40672268907563,-2.4308676105975,14.206722689076,0,0
0.42521008403361,-2.4308676105975,14.225210084034,0,0
0.4436974789916,-2.4308676105975,14.243697478992,0,0
0.46218487394958,-2.4308676105975,14.26218487395,0,0
0.48067226890756,-2.4308676105975,14.280672268908,0,0
0.49915966386555,-2.4308676105975,14.299159663866,0,0
0.51764705882353,-2.4308626228468,14.317647058824,0,0
0.53613445378151,-2.4308626228468,14.336134453782,0,0
0.5546218487395,-2.4308626228468,14.354621848739,0,0
0.57310924369748,-2.4308626228468,14.373109243697,0,0
0.59159663865546,-2.4308626228468,14.391596638655,0,0
0.61008403361344,-2.4308626228468,14.410084033613,0,0
0.62857142857143,-2.4308626228468,14.428571428571,0,0
0.64705882352941,-2.4308626228468,14.447058823529,0,0
0.66554621848739,-2.4308626228468,14.465546218487,0,0
0.68403361344538,-2.4308626228468,14.484033613445,0,0
0.70252100840336,-2.4308626228468,14.502521008403,0,0
0.72100840336134,-2.4308626228468,14.521008403361,0,0
0.73949579831933,-2.4308626228468,14.539495798319,0,0
0.75798319327731,-2.4308626228468,14.557983193277,0,0
0.77647058823529,-2.4308626228468,14.576470588235,0,0
0.79495798319328,-2.4308580867843,14.594957983193,0,0
0.81344537815126,-2.4308580867843,14.613445378151,0,0
0.83193277310924,-2.4308580867843,14.631932773109,0,0
0.85042016806723,-2.4308580867843,14.650420168067,0,0
0.86890756302521,-2.4308580867843,14.668907563025,0,0
0.88739495798319,-2.4308580867843,14.687394957983,0,0
0.90588235294118,-2.4308580867843,14.705882352941,0,0
0.92436974789916,-2.4308580867843,14.724369747899,0,0
0.94285714285714,-2.4308580867843,14.742857142857,0,0
0.96134453781513,-2.4308580867843,14.761344537815,0,0
0.97983193277311,-2.4308580867843,14.779831932773,0,0
0.99831932773109,-2.4308580867843,14.798319327731,0,0
1.0168067226891,-2.4308580867843,14.816806722689,0,0
1.0352941176471,-2.4308580867843,14.835294117647,0,0
1.053781512605,-2.4308539545812,14.853781512605,0,0
1.072268907563,-2.4308539545812,14.872268907563,0,0
1.090756302521,-2.4308539545812,14.890756302521,0,0
1.109243697479,-2.4308539545812,14.909243697479,0,0
1.127731092437,-2.4308539545812,14.927731092437,0,0
1.146218487395,-2.4308539545812,14.946218487395,0,0
1.1647058823529,-2.4308539545812,14.964705882353,0,0
1.1831932773109,-2.4308539545812,14.983193277311,0,0
1.2016806722689,-2.4308539545812,15.001680672269,0,0
1.2201680672269,-2.4308539545812,15.020168067227,0,0
1.2386554621849,-2.4308539545812,15.038655462185,0,0
1.2571428571429,-2.4308539545812,15.057142857143,0,0
1.2756302521008,-2.4308539545812,15.075630252101,0,0
1.2941176470588,-2.4308539545812,15.094117647059,0,0
1.3126050420168,-2.4308539545812,15.112605042017,0,0
1.3310924369748,-2.4308501834832,15.131092436975,0,0
1.3495798319328,-2.4308501834832,15.149579831933,0,0
1.3680672268908,-2.4308501834832,15.168067226891,0,0
1.3865546218487,-2.4308501834832,15.186554621849,0,0
1.4050420168067,-2.4308501834832,15.205042016807,0,0
1.4235294117647,-2.4308501834832,15.223529411765,0,0
1.4420168067227,-2.4308501834832,15.242016806723,0,0
1.4605042016807,-2.4308501834832,15.260504201681,0,0
1.4789915966387,-2.4308501834832,15.278991596639,0,0
1.4974789915966,-2.4308501834832,15.297478991597,0,0
1.5159663865546,-2.4308501834832,15.315966386555,0,0
1.5344537815126,-2.4308501834832,15.334453781513,0,0
1.5529411764706,-2.4308501834832,15.352941176471,0,0
1.5714285714286,-2.4308501834832,15.371428571429,0,0
1.5899159663866,-2.4308501834832,15.389915966387,0,0
1.6084033613445,-2.4308467367636,15.408403361345,0,0
1.6268907563025,-2.4308467367636,15.426890756303,0,0
1.6453781512605,-2.4308467367636,15.445378151261,0,0
1.6638655462185,-2.4308467367636,15.463865546218,0,0
1.6823529411765,-2.4308467367636,15.482352941176,0,0
1.7008403361345,-2.4308467367636,15.500840336134,0,0
1.7193277310924,-2.4308467367636,15.519327731092,0,0
1.7378151260504,-2.4308467367636,15.53781512605,0,0
1.7563025210084,-2.4308467367636,15.556302521008,0,0
1.7747899159664,-2.4308467367636,15.574789915966,0,0
1.7932773109244,-2.4308467367636,15.593277310924,0,0
1.8117647058824,-2.4308467367636,15.611764705882,0,0
1.8302521008403,-2.4308467367636,15.63025210084,0,0
1.8487394957983,-2.4308467367636,15.648739495798,0,0
1.8672268907563,-2.4308467367636,15.667226890756,0,0
1.8857142857143,-2.4308435808675,15.685714285714,0,0
1.9042016806723,-2.4308435808675,15.704201680672,0,0
1.9226890756303,-2.4308435808675,15.72268907563,0,0
1.9411764705882,-2.4308435808675,15.741176470588,0,0
1.9596638655462,-2.4308435808675,15.759663865546,0,0
1.9781512605042,-2.4308435808675,15.778151260504,0,0
1.9966386554622,-2.4308435808675,15.796638655462,0,0
2.0151260504202,-2.4308435808675,15.81512605042,0,0
2.0336134453782,-2.4308435808675,15.833613445378,0,0
2.0521008403361,-2.4308435808675,15.852100840336,0,0
2.0705882352941,-2.4308435808675,15.870588235294,0,0
2.0890756302521,-2.4308435808675,15.889075630252,0,0
2.1075630252101,-2.4308435808675,15.90756302521,0,0
2.1260504201681,-2.4308435808675,15.926050420168,0,0
2.144537815126,-2.4308435808675,15.944537815126,0,0
2.163025210084,-2.4308406873146,15.963025210084,0,0
2.181512605042,-2.4308406873146,15.981512605042,0,0
2.2,-2.4308406873146,16,0,0
